,G,T1,T2,T3,T4,T5,T6,T7,T8,T9
359,0.6323622047244094,400.0,400.2025298,400.3737211,400.5166025,400.632172,400.7212353,400.784413,400.8221447,400.8346928
360,0.8265826771653544,400.0,402.5219817,404.6651867,406.4497244,407.8904766,408.9992393,409.7849608,410.2539162,410.4098241
361,0.9798464566929134,400.0,404.4282041,408.1830135,411.3033098,413.8187011,415.752307,417.1214643,417.9382271,418.2096993
362,0.356744094488189,400.0,397.0861177,394.5894988,392.499198,390.8042328,389.4955009,388.5658493,388.0101288,387.8252344
363,0.8402322834645669,400.0,402.6889869,404.9737171,406.8757685,408.4111923,409.5926942,410.429903,410.9295659,411.0956791
364,0.7369960629921259,400.0,401.4390154,402.6629597,403.6832102,404.5076232,405.1424799,405.5925774,405.8612966,405.9506474
365,0.9027677165354331,400.0,403.4609803,406.3990969,408.8431505,410.8148979,412.3314567,413.4057381,414.0467577,414.2598435
366,0.47003543307086615,400.0,398.3429893,396.9247496,395.7388145,394.7781415,394.0369554,393.5107563,393.1963253,393.0917298
367,0.8982637795275591,400.0,403.405001,406.2957846,408.7006034,410.6407838,412.1331122,413.1902542,413.8210562,414.0307471
368,0.8031614173228346,400.0,402.2366591,404.1379274,405.7214815,407.0002589,407.9845376,408.6821284,409.0985157,409.2369521
369,0.913244094488189,400.0,403.5914196,406.6398007,409.1752359,411.2204949,412.7934741,413.9076614,414.5724697,414.7934596
370,0.14896062992125983,400.0,394.8647525,390.4546053,386.7541551,383.7482488,381.4240835,379.7714391,378.782871,378.4538542
371,0.4714566929133858,400.0,398.3589677,396.9544165,395.7799466,394.8285732,394.0945693,393.5734729,393.2620924,393.1585119
372,0.373748031496063,400.0,397.2726636,394.9363008,392.9805374,391.3949015,390.1707279,389.3012156,388.7814735,388.6085542
373,0.11350393700787402,400.0,394.4961855,389.7676468,385.7986343,382.5736319,380.079487,378.3056725,377.2445039,376.8913044
374,0.526740157480315,400.0,398.9846028,398.1156049,397.3894166,396.8014664,396.3480258,396.0262016,395.833931,395.7699781
375,0.6532165354330709,400.0,400.4465664,400.8257973,401.142236,401.3981371,401.5953175,401.7351737,401.8186944,401.8464694
376,0.6071771653543308,400.0,399.9093936,399.8305178,399.7646661,399.7113895,399.6703246,399.6411913,399.6237905,399.6180034
377,0.39711417322834647,400.0,397.5302088,395.4149807,393.6447826,392.2098899,391.1022731,390.3156411,389.8454758,389.6890567
378,0.9291614173228346,400.0,403.7902169,407.0065725,409.6811684,411.8383459,413.4972066,414.6721293,415.3731401,415.606158
379,0.9091574803149606,400.0,403.5404999,406.5458416,409.0456109,411.0621804,412.6131413,413.7117556,414.3672808,414.5851863
380,0.48126377952755905,400.0,398.4693674,397.1593792,396.0641035,395.1769595,394.4925565,394.0066976,393.7163827,393.6198111
381,0.7733779527559055,400.0,401.8760822,403.4713406,404.8005134,405.8741769,406.700757,407.2866717,407.6364348,407.7527264
382,0.9095590551181102,400.0,403.5455014,406.5550709,409.0583437,411.0777316,412.6308556,413.7309999,414.3874371,414.6056456
383,0.6288622047244095,400.0,400.1616892,400.2980515,400.4118683,400.5039319,400.5748823,400.6252123,400.6552713,400.6652679
384,0.11338976377952756,400.0,394.4950035,389.7654434,385.795569,382.5698632,380.0751725,378.3009689,377.2395671,376.8862899
385,0.8553031496062992,400.0,402.8740024,405.3154465,407.3475758,408.9877638,410.2497428,411.1439078,411.6775365,411.8549374
386,0.9984212598425197,400.0,404.6639149,408.617423,411.9020403,414.5494077,416.5841868,418.0248446,418.8842082,419.1698313
387,0.6569724409448819,400.0,400.4906442,400.9074373,401.2552032,401.5364283,401.7531159,401.9068052,401.9985858,402.0291074
